image_path,label,source,family,split
sid_export\fake\unknown_generator\0004613.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004614.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004616.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004618.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004622.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004623.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004628.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004631.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004635.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004636.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004637.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004640.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004643.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004646.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004649.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004650.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004651.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004652.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004655.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004657.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004659.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004660.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004662.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004663.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004664.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004665.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004666.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004668.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004669.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004678.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004679.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004680.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004681.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004682.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004684.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004686.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004689.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004691.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004693.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004694.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004696.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004697.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004700.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004702.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004703.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004706.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004708.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004710.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004711.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004713.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004714.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004715.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004716.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004719.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004720.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004722.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004723.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004725.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004727.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004728.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004730.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004731.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004732.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004733.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004734.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004739.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004741.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004742.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004744.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004746.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004747.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004748.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004751.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004752.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004754.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004755.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004757.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004760.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004761.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004764.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004765.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004767.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004770.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004772.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004774.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004781.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004783.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004785.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004786.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004787.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004788.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004790.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004791.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004792.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004793.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004794.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004796.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004797.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004800.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004803.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004805.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004807.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004808.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004810.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004811.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004812.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004813.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004815.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004817.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004818.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004819.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004820.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004821.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004822.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004823.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004826.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004827.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004830.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004834.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004835.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004836.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004837.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004838.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004846.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004847.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004854.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004855.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004858.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004859.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004864.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004865.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004867.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004868.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004870.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004872.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004874.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004875.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004878.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004879.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004880.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004882.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004884.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004887.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004890.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004891.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004892.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004896.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004897.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004898.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004899.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004900.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004906.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004908.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004909.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004910.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004911.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004913.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004914.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004915.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004917.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004921.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004922.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004923.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004925.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004927.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004928.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004929.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004931.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004933.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004934.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004935.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004938.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004940.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004942.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004944.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004948.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004949.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004950.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004951.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004952.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004953.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004955.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004956.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004961.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004962.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004964.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004965.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004966.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004967.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004968.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004969.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004970.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004972.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004974.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004975.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004976.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004977.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004978.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004979.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004981.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004982.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004985.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004987.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004988.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004989.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004990.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004994.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004995.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004996.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0004997.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0004998.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005003.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005007.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005008.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005009.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005012.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005013.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005014.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005017.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005020.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005024.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005027.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005028.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005030.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005032.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005033.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005034.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005036.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005041.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005042.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005043.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005046.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005047.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005048.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005052.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005055.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005058.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005063.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005065.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005067.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005071.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005072.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005075.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005076.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005077.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005079.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005084.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005085.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005087.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005090.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005091.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005092.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005093.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005095.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005098.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005099.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005100.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005101.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005102.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005110.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005113.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005114.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005116.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005118.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005119.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005120.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005123.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005124.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005125.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005127.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005128.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005129.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005131.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005132.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005135.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005136.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005137.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005140.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005142.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005148.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005149.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005150.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005151.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005152.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005153.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005155.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005156.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005158.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005159.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005160.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005162.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005163.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005166.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005167.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005170.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005171.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005174.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005175.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005176.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005180.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005181.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005182.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005183.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005185.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005189.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005190.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005191.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005193.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005194.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005198.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005200.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005206.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005207.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005209.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005212.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005213.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005215.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005218.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005219.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005220.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005221.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005223.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005226.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005228.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005230.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005231.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005238.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005239.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005241.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005244.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005246.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005247.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005248.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005251.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005253.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005254.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005257.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005258.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005259.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005261.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005262.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005265.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005267.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005269.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005272.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005274.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005276.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005278.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005279.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005280.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005281.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005282.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005283.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005288.jpg,1,sid_export,unknown_generator,test
sid_export\fake\unknown_generator\0005289.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005291.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005292.jpg,1,sid_export,unknown_generator,train
sid_export\fake\unknown_generator\0005293.jpg,1,sid_export,unknown_generator,train
